glottocode,url,total_resources,dictionary,grammar_sketch,grammar,phonology,text,wordlist,comparative,minimal,dialectology,ethnographic,overview,bibliographical,specific_feature,socling,new_testament,unknown,status
nucl1276,https://glottolog.org/langdoc?language=nucl1276,71,12,19,14,2,1,3,6,1,0,5,5,0,3,4,0,0,ok
lete1241,https://glottolog.org/langdoc?language=lete1241,8,0,0,0,0,1,2,6,0,0,0,3,1,0,0,0,0,ok
west2564,https://glottolog.org/langdoc?language=west2564,6,0,2,0,2,0,1,2,0,0,0,2,0,0,0,0,0,ok
bulg1265,https://glottolog.org/langdoc?language=bulg1265,4,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,ok
sebo1238,https://glottolog.org/langdoc?language=sebo1238,9,0,0,0,0,0,4,2,0,0,1,4,1,0,0,0,0,ok
ngbe1238,https://glottolog.org/langdoc?language=ngbe1238,11,0,0,0,0,0,2,2,0,0,2,7,2,0,1,0,0,ok
slav1253,https://glottolog.org/langdoc?language=slav1253,108,11,8,1,3,1,4,17,0,1,20,9,0,5,1,0,0,ok
ngas1238,https://glottolog.org/langdoc?language=ngas1238,17,0,2,0,1,1,1,2,0,0,0,4,1,1,6,0,0,ok
konk1267,https://glottolog.org/langdoc?language=konk1267,26,0,3,8,0,0,2,1,2,0,0,3,0,1,1,0,0,ok
coat1241,https://glottolog.org/langdoc?language=coat1241,16,0,0,2,2,1,1,2,2,0,0,2,0,0,0,0,0,ok
horn1235,https://glottolog.org/langdoc?language=horn1235,4,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,ok
gola1255,https://glottolog.org/langdoc?language=gola1255,24,2,3,1,0,2,5,2,0,0,3,8,0,1,0,0,0,ok
sant1433,https://glottolog.org/langdoc?language=sant1433,4,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,ok
sand1278,https://glottolog.org/langdoc?language=sand1278,9,1,3,1,0,0,1,2,0,0,0,2,0,1,0,0,0,ok
laek1243,https://glottolog.org/langdoc?language=laek1243,5,0,0,0,0,0,1,3,0,0,0,3,0,0,1,0,0,ok
samb1325,https://glottolog.org/langdoc?language=samb1325,9,0,5,1,0,0,0,2,0,0,0,2,0,1,1,0,0,ok
koda1255,https://glottolog.org/langdoc?language=koda1255,23,1,2,4,1,1,0,3,1,0,2,2,0,0,0,0,0,ok
embe1260,https://glottolog.org/langdoc?language=embe1260,35,2,6,0,2,0,4,4,0,1,4,3,0,0,1,0,0,ok
warr1255,https://glottolog.org/langdoc?language=warr1255,37,0,0,2,0,1,5,8,0,0,3,4,0,1,0,0,0,ok
pwap1237,https://glottolog.org/langdoc?language=pwap1237,7,0,0,0,0,1,1,3,1,0,0,4,1,1,0,0,0,ok
taiw1241,https://glottolog.org/langdoc?language=taiw1241,25,2,3,0,1,0,0,3,2,0,0,3,1,11,3,0,0,ok
daba1260,https://glottolog.org/langdoc?language=daba1260,3,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,ok
swis1241,https://glottolog.org/langdoc?language=swis1241,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,ok
nucl1668,https://glottolog.org/langdoc?language=nucl1668,10,0,0,0,1,1,0,2,0,0,0,1,0,0,1,0,0,ok
yang1292,https://glottolog.org/langdoc?language=yang1292,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
samo1306,https://glottolog.org/langdoc?language=samo1306,5,0,0,0,0,1,1,3,1,0,0,2,0,0,0,0,0,ok
kuri1256,https://glottolog.org/langdoc?language=kuri1256,17,0,1,0,0,1,1,2,2,0,6,11,1,0,0,0,0,ok
aram1252,https://glottolog.org/langdoc?language=aram1252,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
chak1266,https://glottolog.org/langdoc?language=chak1266,24,1,1,1,3,0,2,1,0,0,10,10,0,1,1,0,0,ok
maba1270,https://glottolog.org/langdoc?language=maba1270,16,0,5,0,0,0,0,2,0,0,0,2,0,1,0,0,0,ok
nort3262,https://glottolog.org/langdoc?language=nort3262,4,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,ok
goan1235,https://glottolog.org/langdoc?language=goan1235,45,2,20,13,2,2,1,6,0,0,0,5,0,2,0,0,0,ok
aruo1240,https://glottolog.org/langdoc?language=aruo1240,5,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,ok
nort2641,https://glottolog.org/langdoc?language=nort2641,71,6,19,17,1,4,0,4,0,0,0,4,0,3,1,0,0,ok
kist1241,https://glottolog.org/langdoc?language=kist1241,38,0,11,1,1,1,6,11,2,1,2,9,0,6,0,0,0,ok
meya1236,https://glottolog.org/langdoc?language=meya1236,55,2,3,3,3,2,8,6,4,0,8,11,0,8,1,0,0,ok
ting1238,https://glottolog.org/langdoc?language=ting1238,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,ok
sana1286,https://glottolog.org/langdoc?language=sana1286,8,0,0,0,1,1,0,4,1,0,0,4,1,0,0,0,0,ok
tons1240,https://glottolog.org/langdoc?language=tons1240,19,2,2,0,1,1,3,6,2,0,0,7,0,4,0,0,0,ok
youl1235,https://glottolog.org/langdoc?language=youl1235,20,0,1,7,0,1,3,4,1,0,0,4,1,3,0,0,0,ok
libe1240,https://glottolog.org/langdoc?language=libe1240,7,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,ok
chaz1235,https://glottolog.org/langdoc?language=chaz1235,4,0,0,0,0,0,1,2,1,0,0,3,1,0,0,0,0,ok
kimb1242,https://glottolog.org/langdoc?language=kimb1242,20,0,0,0,0,0,2,4,1,0,1,8,1,0,2,0,0,ok
buru1304,https://glottolog.org/langdoc?language=buru1304,5,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,ok
paha1257,https://glottolog.org/langdoc?language=paha1257,15,0,1,1,0,0,6,2,0,0,4,3,1,2,2,0,0,ok
capa1241,https://glottolog.org/langdoc?language=capa1241,56,1,4,0,3,4,2,3,0,0,1,4,1,0,0,0,0,ok
yaba1248,https://glottolog.org/langdoc?language=yaba1248,21,0,0,0,0,1,3,3,0,0,3,3,0,0,2,0,0,ok
gang1268,https://glottolog.org/langdoc?language=gang1268,6,0,0,0,1,0,3,4,0,0,0,4,0,0,0,0,0,ok
noca1240,https://glottolog.org/langdoc?language=noca1240,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,ok
sout3241,https://glottolog.org/langdoc?language=sout3241,15,0,2,0,0,0,5,0,1,0,1,5,1,0,1,0,0,ok
viem1243,https://glottolog.org/langdoc?language=viem1243,10,0,2,0,0,0,0,1,0,0,0,2,1,2,3,0,0,ok
khen1241,https://glottolog.org/langdoc?language=khen1241,12,0,2,0,1,0,1,6,2,0,1,4,0,2,0,0,0,ok
badi1246,https://glottolog.org/langdoc?language=badi1246,14,1,0,3,1,1,1,6,0,0,0,2,0,0,0,0,0,ok
lama1277,https://glottolog.org/langdoc?language=lama1277,25,4,2,2,1,1,9,8,1,0,3,10,0,3,0,0,0,ok
luch1239,https://glottolog.org/langdoc?language=luch1239,25,0,1,3,0,0,4,6,2,1,3,4,0,2,0,0,0,ok
poum1235,https://glottolog.org/langdoc?language=poum1235,7,0,0,3,3,0,0,0,0,0,1,1,0,0,0,0,0,ok
woro1256,https://glottolog.org/langdoc?language=woro1256,8,0,1,1,0,0,2,2,0,2,0,4,0,1,0,0,0,ok
wail1244,https://glottolog.org/langdoc?language=wail1244,17,0,0,1,0,2,1,3,1,0,8,2,1,0,0,0,0,ok
lasd1234,https://glottolog.org/langdoc?language=lasd1234,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,ok
cayu1261,https://glottolog.org/langdoc?language=cayu1261,33,3,2,2,2,1,5,11,0,0,2,5,0,1,0,0,0,ok
logb1245,https://glottolog.org/langdoc?language=logb1245,17,1,3,1,0,0,2,4,0,0,1,3,1,4,0,0,0,ok
dayi1244,https://glottolog.org/langdoc?language=dayi1244,19,0,0,0,0,1,4,6,0,0,2,6,0,1,0,0,0,ok
sout2991,https://glottolog.org/langdoc?language=sout2991,63,4,9,8,2,1,1,7,0,1,4,5,1,4,3,0,0,ok
mbun1249,https://glottolog.org/langdoc?language=mbun1249,28,2,2,0,1,2,3,6,0,0,3,6,0,1,0,0,0,ok
kama1357,https://glottolog.org/langdoc?language=kama1357,15,0,1,0,2,1,0,5,0,0,0,1,0,1,0,0,0,ok
kaki1249,https://glottolog.org/langdoc?language=kaki1249,19,0,2,0,0,1,4,7,2,0,0,6,0,0,2,0,0,ok
osat1238,https://glottolog.org/langdoc?language=osat1238,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,ok
nort2666,https://glottolog.org/langdoc?language=nort2666,7,0,1,0,0,0,2,4,1,0,0,4,0,0,0,0,0,ok
makh1261,https://glottolog.org/langdoc?language=makh1261,33,0,5,1,2,0,4,3,2,1,1,5,0,2,1,0,0,ok
somy1238,https://glottolog.org/langdoc?language=somy1238,14,0,0,0,0,1,3,5,0,0,1,8,0,0,5,0,0,ok
karo1305,https://glottolog.org/langdoc?language=karo1305,40,0,0,2,5,1,7,6,0,0,3,8,0,0,2,0,0,ok
song1304,https://glottolog.org/langdoc?language=song1304,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,ok
yakk1236,https://glottolog.org/langdoc?language=yakk1236,20,2,1,3,0,1,5,3,2,0,1,3,0,0,2,0,0,ok
pini1248,https://glottolog.org/langdoc?language=pini1248,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,ok
shii1238,https://glottolog.org/langdoc?language=shii1238,53,1,2,6,0,0,2,5,0,0,5,6,4,1,0,0,0,ok
yoku1256,https://glottolog.org/langdoc?language=yoku1256,49,0,8,2,2,3,5,10,3,0,19,9,1,2,0,0,0,ok
boli1255,https://glottolog.org/langdoc?language=boli1255,21,0,2,2,0,0,2,2,0,0,3,6,0,4,0,0,0,ok
rara1235,https://glottolog.org/langdoc?language=rara1235,7,0,0,0,0,0,2,3,0,0,0,3,0,1,0,0,0,ok
saur1248,https://glottolog.org/langdoc?language=saur1248,8,2,1,2,1,2,2,1,0,0,0,1,0,0,0,0,0,ok
suab1238,https://glottolog.org/langdoc?language=suab1238,20,0,3,1,0,1,2,7,2,0,7,6,0,1,0,0,0,ok
bero1242,https://glottolog.org/langdoc?language=bero1242,33,2,0,2,0,3,9,5,1,0,5,11,1,2,0,0,0,ok
arop1242,https://glottolog.org/langdoc?language=arop1242,18,0,1,0,1,0,4,2,0,0,1,4,0,0,0,0,0,ok
maii1238,https://glottolog.org/langdoc?language=maii1238,8,0,0,0,0,1,1,5,0,0,0,3,1,1,0,0,0,ok
yora1241,https://glottolog.org/langdoc?language=yora1241,17,0,1,0,0,1,1,2,1,0,7,3,1,0,0,0,0,ok
amap1240,https://glottolog.org/langdoc?language=amap1240,34,0,2,0,0,0,2,5,1,0,5,3,0,1,0,0,0,ok
wunu1234,https://glottolog.org/langdoc?language=wunu1234,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
caro1242,https://glottolog.org/langdoc?language=caro1242,15,1,1,0,2,1,1,5,0,0,3,2,0,0,1,0,0,ok
yona1241,https://glottolog.org/langdoc?language=yona1241,17,2,7,0,1,1,2,5,0,0,0,4,0,0,0,0,0,ok
sout2918,https://glottolog.org/langdoc?language=sout2918,25,0,4,2,1,0,2,1,1,0,13,3,0,0,0,0,0,ok
reli1238,https://glottolog.org/langdoc?language=reli1238,3,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,ok
paco1243,https://glottolog.org/langdoc?language=paco1243,26,3,7,2,1,0,1,2,0,0,0,2,0,4,0,0,0,ok
bial1238,https://glottolog.org/langdoc?language=bial1238,45,0,4,0,0,0,2,4,0,0,2,8,0,5,1,0,0,ok
maib1239,https://glottolog.org/langdoc?language=maib1239,48,1,3,3,2,1,7,5,1,0,8,7,0,8,0,0,0,ok
guri1248,https://glottolog.org/langdoc?language=guri1248,8,0,1,0,0,1,0,2,0,0,1,2,1,1,0,0,0,ok
sang1343,https://glottolog.org/langdoc?language=sang1343,19,0,3,3,0,2,4,3,0,0,0,5,0,1,1,0,0,ok
adon1237,https://glottolog.org/langdoc?language=adon1237,7,0,1,0,0,1,2,2,0,0,0,2,0,1,2,0,0,ok
mbee1249,https://glottolog.org/langdoc?language=mbee1249,13,0,2,0,0,0,4,3,0,0,0,5,0,2,0,0,0,ok
sara1329,https://glottolog.org/langdoc?language=sara1329,4,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,ok
extr1243,https://glottolog.org/langdoc?language=extr1243,13,3,6,0,2,2,0,0,1,0,0,1,0,1,1,0,0,ok
tasm1247,https://glottolog.org/langdoc?language=tasm1247,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
anii1245,https://glottolog.org/langdoc?language=anii1245,18,1,1,2,1,0,2,4,0,2,1,6,0,2,0,0,0,ok
fora1245,https://glottolog.org/langdoc?language=fora1245,3,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,ok
hulu1246,https://glottolog.org/langdoc?language=hulu1246,7,0,0,0,0,1,1,5,0,0,0,4,0,0,0,0,0,ok
nank1250,https://glottolog.org/langdoc?language=nank1250,14,0,1,1,0,0,0,2,0,0,2,2,0,0,0,0,0,ok
kand1300,https://glottolog.org/langdoc?language=kand1300,29,0,2,1,1,0,2,7,0,0,1,11,2,1,3,0,0,ok
urim1251,https://glottolog.org/langdoc?language=urim1251,4,0,0,0,0,0,0,3,1,0,0,2,0,0,1,0,0,ok
lein1237,https://glottolog.org/langdoc?language=lein1237,7,0,0,0,1,0,0,2,2,0,0,3,0,1,1,0,0,ok
caca1247,https://glottolog.org/langdoc?language=caca1247,13,0,1,0,4,0,4,2,0,0,0,3,0,0,1,0,0,ok
caka1240,https://glottolog.org/langdoc?language=caka1240,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,ok
bekw1241,https://glottolog.org/langdoc?language=bekw1241,25,0,0,2,0,0,7,2,0,0,0,7,1,0,1,0,0,ok
shwa1239,https://glottolog.org/langdoc?language=shwa1239,12,0,0,0,0,1,5,4,0,0,0,3,0,0,2,0,0,ok
wira1260,https://glottolog.org/langdoc?language=wira1260,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
zakh1243,https://glottolog.org/langdoc?language=zakh1243,18,1,3,0,2,1,2,5,2,0,1,5,0,1,0,0,0,ok
tarp1241,https://glottolog.org/langdoc?language=tarp1241,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
mbee1250,https://glottolog.org/langdoc?language=mbee1250,4,0,0,0,0,0,0,3,0,0,0,4,1,0,0,0,0,ok
cent2144,https://glottolog.org/langdoc?language=cent2144,26,5,6,0,2,0,1,1,1,1,0,0,1,5,1,0,0,ok
epie1238,https://glottolog.org/langdoc?language=epie1238,10,0,0,0,0,0,5,2,1,0,0,4,2,0,0,0,0,ok
shug1248,https://glottolog.org/langdoc?language=shug1248,43,8,9,4,0,5,6,6,0,0,0,7,0,1,1,0,0,ok
geda1237,https://glottolog.org/langdoc?language=geda1237,19,1,2,0,0,0,8,7,3,0,0,11,1,1,0,0,0,ok
chal1269,https://glottolog.org/langdoc?language=chal1269,25,1,2,1,0,0,3,4,1,0,1,4,0,1,0,0,0,ok
oroq1238,https://glottolog.org/langdoc?language=oroq1238,24,0,4,4,0,1,6,7,0,0,1,4,0,1,0,0,0,ok
bact1239,https://glottolog.org/langdoc?language=bact1239,9,2,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,ok
kuru1309,https://glottolog.org/langdoc?language=kuru1309,20,0,1,0,2,1,4,4,0,0,3,3,0,0,2,0,0,ok
tind1238,https://glottolog.org/langdoc?language=tind1238,11,1,4,1,0,1,0,2,0,0,0,3,0,0,0,0,0,ok
clas1251,https://glottolog.org/langdoc?language=clas1251,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,ok
nucl1379,https://glottolog.org/langdoc?language=nucl1379,25,0,1,1,2,1,1,5,0,0,2,8,2,2,1,0,0,ok
sout3004,https://glottolog.org/langdoc?language=sout3004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
siks1238,https://glottolog.org/langdoc?language=siks1238,84,6,8,7,5,1,5,8,0,0,17,4,0,6,0,0,0,ok
noma1263,https://glottolog.org/langdoc?language=noma1263,60,2,6,0,1,2,4,5,0,0,3,5,0,7,2,0,0,ok
horo1247,https://glottolog.org/langdoc?language=horo1247,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,ok
tamb1254,https://glottolog.org/langdoc?language=tamb1254,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
kalu1248,https://glottolog.org/langdoc?language=kalu1248,32,3,3,0,3,0,3,4,3,0,0,8,0,0,3,0,0,ok
gwii1239,https://glottolog.org/langdoc?language=gwii1239,26,0,0,0,3,1,2,6,0,0,12,3,0,1,2,0,0,ok
inap1241,https://glottolog.org/langdoc?language=inap1241,7,0,0,0,0,0,2,3,1,0,0,3,1,0,0,0,0,ok
akas1242,https://glottolog.org/langdoc?language=akas1242,15,0,6,0,1,0,3,3,0,0,1,3,0,0,0,0,0,ok
chia1237,https://glottolog.org/langdoc?language=chia1237,6,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,ok
dura1244,https://glottolog.org/langdoc?language=dura1244,9,3,4,0,0,0,1,2,0,0,0,0,0,2,0,0,0,ok
naka1260,https://glottolog.org/langdoc?language=naka1260,20,1,1,2,0,1,0,8,0,0,0,2,0,0,0,0,0,ok
latu1238,https://glottolog.org/langdoc?language=latu1238,8,0,0,1,1,0,0,0,2,0,1,3,0,0,2,0,0,ok
beli1258,https://glottolog.org/langdoc?language=beli1258,8,0,0,0,0,1,2,3,1,0,0,4,0,0,1,0,0,ok
xipi1238,https://glottolog.org/langdoc?language=xipi1238,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
binu1244,https://glottolog.org/langdoc?language=binu1244,45,5,3,0,1,0,1,1,2,0,15,4,0,0,0,0,0,ok
kunb1251,https://glottolog.org/langdoc?language=kunb1251,29,1,3,4,0,1,2,8,0,0,0,2,0,2,0,0,0,ok
bala1306,https://glottolog.org/langdoc?language=bala1306,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
ekpe1253,https://glottolog.org/langdoc?language=ekpe1253,13,2,0,1,1,0,4,0,0,0,2,2,0,1,0,0,0,ok
kaqc1273,https://glottolog.org/langdoc?language=kaqc1273,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
aran1261,https://glottolog.org/langdoc?language=aran1261,13,0,0,0,0,1,0,1,2,0,6,9,1,0,0,0,0,ok
east2387,https://glottolog.org/langdoc?language=east2387,11,3,0,0,0,1,2,1,0,0,2,2,0,4,0,0,0,ok
pula1262,https://glottolog.org/langdoc?language=pula1262,23,3,4,6,0,1,4,1,0,0,6,3,0,0,0,0,0,ok
jaba1234,https://glottolog.org/langdoc?language=jaba1234,7,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,ok
khlu1236,https://glottolog.org/langdoc?language=khlu1236,2,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,ok
djaw1238,https://glottolog.org/langdoc?language=djaw1238,14,0,0,0,0,1,4,7,0,0,1,3,1,0,0,0,0,ok
sout3051,https://glottolog.org/langdoc?language=sout3051,6,0,0,0,0,0,2,1,0,0,3,2,0,0,0,0,0,ok
sang1336,https://glottolog.org/langdoc?language=sang1336,30,3,1,1,4,0,7,3,0,1,2,5,0,3,0,0,0,ok
lioo1240,https://glottolog.org/langdoc?language=lioo1240,14,1,4,0,1,1,4,1,3,0,1,1,0,2,0,0,0,ok
teun1241,https://glottolog.org/langdoc?language=teun1241,10,0,1,0,0,1,1,4,1,0,0,4,0,1,1,0,0,ok
nimb1256,https://glottolog.org/langdoc?language=nimb1256,7,0,0,0,0,1,3,2,0,0,0,5,0,0,1,0,0,ok
bhat1237,https://glottolog.org/langdoc?language=bhat1237,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,ok
fass1245,https://glottolog.org/langdoc?language=fass1245,16,0,1,2,2,0,0,4,1,0,0,4,0,1,0,0,0,ok
otii1244,https://glottolog.org/langdoc?language=otii1244,10,0,0,0,0,0,4,1,0,0,5,2,0,0,0,0,0,ok
mawe1251,https://glottolog.org/langdoc?language=mawe1251,13,0,0,0,0,1,4,4,2,0,0,6,1,0,1,0,0,ok
chuw1238,https://glottolog.org/langdoc?language=chuw1238,42,2,4,3,0,0,8,2,0,0,1,7,0,2,2,0,0,ok
lamb1271,https://glottolog.org/langdoc?language=lamb1271,54,3,3,6,0,2,4,5,1,0,7,7,0,2,0,0,0,ok
arhu1242,https://glottolog.org/langdoc?language=arhu1242,115,1,11,7,5,3,9,10,0,0,7,10,1,4,2,0,0,ok
chur1257,https://glottolog.org/langdoc?language=chur1257,19,0,6,9,0,1,1,0,0,0,0,0,0,0,0,0,0,ok
guer1243,https://glottolog.org/langdoc?language=guer1243,52,3,3,3,1,0,1,3,1,0,0,1,0,3,0,0,0,ok
brek1238,https://glottolog.org/langdoc?language=brek1238,3,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,ok
torn1244,https://glottolog.org/langdoc?language=torn1244,16,1,0,5,1,0,1,2,1,0,0,1,0,1,1,0,0,ok
skep1238,https://glottolog.org/langdoc?language=skep1238,6,0,0,0,0,0,2,2,3,0,0,2,0,0,0,0,0,ok
athp1241,https://glottolog.org/langdoc?language=athp1241,13,0,2,1,0,1,1,2,0,0,0,1,0,0,1,0,0,ok
niwe1234,https://glottolog.org/langdoc?language=niwe1234,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
east2295,https://glottolog.org/langdoc?language=east2295,57,5,15,11,1,1,1,10,1,1,0,6,1,2,5,0,0,ok
tson1249,https://glottolog.org/langdoc?language=tson1249,267,13,23,9,6,3,4,15,1,0,14,9,4,12,1,0,0,ok
eten1239,https://glottolog.org/langdoc?language=eten1239,13,2,0,0,0,0,5,4,0,0,2,9,1,1,0,0,0,ok
koko1265,https://glottolog.org/langdoc?language=koko1265,6,0,0,0,0,0,4,3,1,0,0,5,0,1,0,0,0,ok
leni1238,https://glottolog.org/langdoc?language=leni1238,15,0,1,0,0,0,2,6,2,0,0,6,0,0,0,0,0,ok
youn1235,https://glottolog.org/langdoc?language=youn1235,12,0,1,2,0,1,1,4,1,0,0,3,1,0,0,0,0,ok
loma1235,https://glottolog.org/langdoc?language=loma1235,13,0,1,0,0,1,4,7,4,0,0,4,0,1,0,0,0,ok
ayip1235,https://glottolog.org/langdoc?language=ayip1235,6,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,ok
toto1302,https://glottolog.org/langdoc?language=toto1302,21,0,3,2,1,1,4,6,1,0,5,2,0,0,0,0,0,ok
acht1238,https://glottolog.org/langdoc?language=acht1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
tahl1239,https://glottolog.org/langdoc?language=tahl1239,47,0,3,0,5,2,1,7,0,1,6,2,1,3,2,0,0,ok
nayi1243,https://glottolog.org/langdoc?language=nayi1243,30,0,4,3,1,1,4,8,0,0,1,4,0,2,2,0,0,ok
udih1248,https://glottolog.org/langdoc?language=udih1248,31,5,4,6,0,4,0,3,0,0,6,1,0,0,0,0,0,ok
chuv1255,https://glottolog.org/langdoc?language=chuv1255,96,11,15,14,0,0,2,7,0,1,22,1,1,2,0,0,0,ok
kere1286,https://glottolog.org/langdoc?language=kere1286,14,0,0,0,0,1,6,6,4,0,1,9,0,1,0,0,0,ok
nort2740,https://glottolog.org/langdoc?language=nort2740,28,5,4,3,7,0,4,4,0,0,0,4,0,1,1,0,0,ok
buru1296,https://glottolog.org/langdoc?language=buru1296,73,5,9,8,2,8,7,8,2,0,10,7,0,6,3,0,0,ok
krio1252,https://glottolog.org/langdoc?language=krio1252,99,3,11,4,1,0,0,8,2,0,0,1,0,3,5,0,0,ok
meos1237,https://glottolog.org/langdoc?language=meos1237,6,0,0,0,0,1,3,1,0,0,0,3,0,0,0,0,0,ok
bond1245,https://glottolog.org/langdoc?language=bond1245,25,4,6,0,1,0,2,2,1,0,3,2,0,1,2,0,0,ok
para1313,https://glottolog.org/langdoc?language=para1313,4,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,ok
sant1450,https://glottolog.org/langdoc?language=sant1450,5,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,ok
mara1382,https://glottolog.org/langdoc?language=mara1382,21,3,6,1,0,0,6,5,3,0,4,8,0,0,0,0,0,ok
holi1241,https://glottolog.org/langdoc?language=holi1241,45,2,0,0,1,2,0,3,0,0,1,1,0,0,1,0,0,ok
mars1254,https://glottolog.org/langdoc?language=mars1254,48,7,3,4,0,0,2,1,0,0,31,2,0,3,0,0,0,ok
libi1244,https://glottolog.org/langdoc?language=libi1244,16,0,2,0,0,0,2,5,0,0,2,8,0,1,0,0,0,ok
fasu1242,https://glottolog.org/langdoc?language=fasu1242,58,2,2,3,2,0,3,6,1,0,7,6,0,0,1,2,0,ok
unam1242,https://glottolog.org/langdoc?language=unam1242,31,0,4,5,1,1,4,2,0,0,8,2,1,1,2,0,0,ok
boun1246,https://glottolog.org/langdoc?language=boun1246,8,0,0,0,0,0,3,2,2,0,0,5,0,0,1,0,0,ok
mark1255,https://glottolog.org/langdoc?language=mark1255,20,1,1,1,5,0,4,4,1,0,2,5,0,0,0,0,0,ok
arop1243,https://glottolog.org/langdoc?language=arop1243,19,0,3,1,2,0,4,4,1,0,0,8,1,0,0,0,0,ok
remo1248,https://glottolog.org/langdoc?language=remo1248,6,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,ok
thoo1240,https://glottolog.org/langdoc?language=thoo1240,5,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,ok
enwa1245,https://glottolog.org/langdoc?language=enwa1245,4,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,ok
kamb1303,https://glottolog.org/langdoc?language=kamb1303,4,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,ok
maqu1238,https://glottolog.org/langdoc?language=maqu1238,82,1,4,3,0,2,10,6,0,0,10,11,0,2,2,0,0,ok
natu1249,https://glottolog.org/langdoc?language=natu1249,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
bata1291,https://glottolog.org/langdoc?language=bata1291,5,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,ok
sher1257,https://glottolog.org/langdoc?language=sher1257,17,2,3,0,0,0,5,4,1,0,6,8,0,0,1,0,0,ok
than1259,https://glottolog.org/langdoc?language=than1259,23,1,1,4,2,1,2,6,0,0,1,2,0,0,1,0,0,ok
yuru1264,https://glottolog.org/langdoc?language=yuru1264,4,0,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,ok
tayb1240,https://glottolog.org/langdoc?language=tayb1240,6,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,ok
namo1248,https://glottolog.org/langdoc?language=namo1248,4,0,0,0,0,0,1,4,0,0,0,3,0,0,0,0,0,ok
bemb1257,https://glottolog.org/langdoc?language=bemb1257,229,13,29,18,2,0,10,14,3,1,26,18,1,15,4,0,0,ok
chua1256,https://glottolog.org/langdoc?language=chua1256,21,0,3,0,1,0,2,5,3,0,4,7,2,3,0,0,0,ok
chin1253,https://glottolog.org/langdoc?language=chin1253,44,0,6,2,0,0,0,4,8,0,3,0,0,1,3,0,0,ok
mall1246,https://glottolog.org/langdoc?language=mall1246,9,0,0,0,1,0,0,2,0,0,1,3,0,1,1,0,0,ok
