glottocode,url,total_resources,dictionary,grammar_sketch,grammar,phonology,text,wordlist,comparative,minimal,dialectology,ethnographic,overview,bibliographical,specific_feature,socling,new_testament,unknown,status
zoee1240,https://glottolog.org/langdoc?language=zoee1240,26,1,0,0,4,1,1,5,1,0,4,3,0,2,2,0,0,ok
fuyu1242,https://glottolog.org/langdoc?language=fuyu1242,19,0,2,1,0,1,12,2,0,0,3,5,0,0,0,0,0,ok
comm1246,https://glottolog.org/langdoc?language=comm1246,43,1,5,5,1,2,6,5,1,0,9,3,1,1,3,0,0,ok
sana1298,https://glottolog.org/langdoc?language=sana1298,21,0,1,2,1,1,2,5,0,0,4,7,0,2,1,0,0,ok
koli1253,https://glottolog.org/langdoc?language=koli1253,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,ok
auuu1241,https://glottolog.org/langdoc?language=auuu1241,39,0,6,0,1,3,2,4,0,0,3,3,0,0,0,2,0,ok
bonj1234,https://glottolog.org/langdoc?language=bonj1234,8,0,0,0,0,0,1,4,1,0,2,3,0,0,2,0,0,ok
tswa1237,https://glottolog.org/langdoc?language=tswa1237,9,0,0,0,0,0,2,3,2,0,0,4,0,1,1,0,0,ok
sars1236,https://glottolog.org/langdoc?language=sars1236,18,0,1,1,0,2,0,2,0,0,4,1,0,1,1,0,0,ok
bamu1253,https://glottolog.org/langdoc?language=bamu1253,44,1,3,1,3,1,6,8,1,0,5,12,1,5,1,0,0,ok
emok1238,https://glottolog.org/langdoc?language=emok1238,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
choc1275,https://glottolog.org/langdoc?language=choc1275,9,0,1,0,0,1,1,4,1,0,1,5,0,0,1,0,0,ok
hopi1249,https://glottolog.org/langdoc?language=hopi1249,58,7,4,4,1,2,1,7,0,0,12,4,1,4,2,0,0,ok
hala1252,https://glottolog.org/langdoc?language=hala1252,15,1,1,0,2,0,2,3,0,0,3,5,0,1,0,0,0,ok
orum1241,https://glottolog.org/langdoc?language=orum1241,5,0,0,0,0,0,1,4,0,0,0,3,1,0,0,0,0,ok
shwe1236,https://glottolog.org/langdoc?language=shwe1236,13,2,0,2,0,0,4,4,0,0,4,5,0,1,0,0,0,ok
gily1242,https://glottolog.org/langdoc?language=gily1242,76,8,9,5,1,1,2,11,1,0,12,7,1,2,0,0,0,ok
kayt1238,https://glottolog.org/langdoc?language=kayt1238,63,3,6,0,2,2,3,18,1,0,0,6,1,2,1,0,0,ok
toma1248,https://glottolog.org/langdoc?language=toma1248,5,0,0,0,0,1,2,3,0,0,0,2,1,0,0,0,0,ok
temm1241,https://glottolog.org/langdoc?language=temm1241,65,1,4,5,1,0,4,3,0,0,6,5,0,5,0,0,0,ok
anaa1238,https://glottolog.org/langdoc?language=anaa1238,23,0,1,0,3,0,6,4,4,0,2,8,1,2,0,0,0,ok
ethi1238,https://glottolog.org/langdoc?language=ethi1238,17,1,1,0,0,0,1,0,2,0,0,1,0,4,7,0,0,ok
mand1423,https://glottolog.org/langdoc?language=mand1423,11,0,1,0,0,1,0,4,0,0,1,4,1,2,0,0,0,ok
siwu1238,https://glottolog.org/langdoc?language=siwu1238,22,0,4,1,0,0,5,3,1,0,3,7,0,4,0,0,0,ok
yano1261,https://glottolog.org/langdoc?language=yano1261,140,7,2,3,2,2,7,8,1,1,37,4,0,1,2,0,0,ok
yemb1246,https://glottolog.org/langdoc?language=yemb1246,31,1,3,0,2,1,6,7,2,0,1,9,0,2,0,0,0,ok
sout2785,https://glottolog.org/langdoc?language=sout2785,26,2,2,0,1,0,9,4,1,0,7,10,0,0,0,0,0,ok
morm1235,https://glottolog.org/langdoc?language=morm1235,23,1,1,0,1,1,7,4,2,0,3,9,0,3,0,0,0,ok
aich1238,https://glottolog.org/langdoc?language=aich1238,4,0,1,0,2,0,0,2,0,0,0,1,0,0,0,0,0,ok
semn1249,https://glottolog.org/langdoc?language=semn1249,24,2,6,1,0,1,3,5,3,0,0,5,0,3,0,0,0,ok
puna1268,https://glottolog.org/langdoc?language=puna1268,4,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,ok
kara1467,https://glottolog.org/langdoc?language=kara1467,22,6,6,2,1,1,1,2,0,0,1,3,0,0,0,0,0,ok
odua1238,https://glottolog.org/langdoc?language=odua1238,13,1,1,0,1,0,1,2,0,1,0,5,2,3,0,0,0,ok
budu1248,https://glottolog.org/langdoc?language=budu1248,18,1,1,2,0,1,1,5,0,0,0,1,0,1,3,0,0,ok
shon1251,https://glottolog.org/langdoc?language=shon1251,524,25,38,32,11,6,8,35,1,3,34,21,1,18,4,0,0,ok
souu1238,https://glottolog.org/langdoc?language=souu1238,4,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,ok
yind1247,https://glottolog.org/langdoc?language=yind1247,53,3,0,1,0,2,4,18,0,0,0,4,1,1,0,0,0,ok
hara1272,https://glottolog.org/langdoc?language=hara1272,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ok
oira1263,https://glottolog.org/langdoc?language=oira1263,17,2,4,0,1,2,3,8,0,0,0,6,0,1,0,0,0,ok
pala1351,https://glottolog.org/langdoc?language=pala1351,13,2,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,ok
yind1248,https://glottolog.org/langdoc?language=yind1248,9,0,0,1,0,1,1,4,0,0,0,3,0,0,0,0,0,ok
west2465,https://glottolog.org/langdoc?language=west2465,38,0,2,0,0,2,0,2,1,0,0,2,0,0,0,0,0,ok
saka1287,https://glottolog.org/langdoc?language=saka1287,99,2,13,0,4,1,12,5,2,1,10,8,0,0,0,0,0,ok
baga1272,https://glottolog.org/langdoc?language=baga1272,23,1,1,0,2,1,2,5,0,0,1,5,0,2,0,0,0,ok
mobw1234,https://glottolog.org/langdoc?language=mobw1234,4,1,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,ok
dibi1240,https://glottolog.org/langdoc?language=dibi1240,10,0,0,0,0,0,4,4,1,0,0,4,0,0,0,0,0,ok
gran1245,https://glottolog.org/langdoc?language=gran1245,13,0,1,0,0,1,2,5,1,0,0,4,0,2,0,0,0,ok
birw1238,https://glottolog.org/langdoc?language=birw1238,19,0,0,0,1,1,2,7,5,0,5,8,0,0,1,0,0,ok
moin1241,https://glottolog.org/langdoc?language=moin1241,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,ok
cent1989,https://glottolog.org/langdoc?language=cent1989,139,11,17,13,5,0,2,8,0,2,11,11,3,5,1,0,0,ok
bomi1238,https://glottolog.org/langdoc?language=bomi1238,21,3,1,4,1,0,2,6,0,1,2,7,0,0,2,0,0,ok
dutt1234,https://glottolog.org/langdoc?language=dutt1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
guny1241,https://glottolog.org/langdoc?language=guny1241,10,0,1,0,0,1,4,5,0,0,0,3,0,0,0,0,0,ok
tecp1235,https://glottolog.org/langdoc?language=tecp1235,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,ok
yasa1242,https://glottolog.org/langdoc?language=yasa1242,29,0,2,0,1,0,2,4,0,0,3,5,0,0,2,0,0,ok
lola1248,https://glottolog.org/langdoc?language=lola1248,5,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,ok
malb1235,https://glottolog.org/langdoc?language=malb1235,20,2,2,3,1,0,3,2,0,0,2,5,0,0,0,0,0,ok
samb1321,https://glottolog.org/langdoc?language=samb1321,6,0,0,0,0,0,4,3,1,0,0,4,0,0,0,0,0,ok
bava1246,https://glottolog.org/langdoc?language=bava1246,60,7,18,14,11,2,0,3,2,2,1,4,0,1,3,0,0,ok
baku1265,https://glottolog.org/langdoc?language=baku1265,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
warj1253,https://glottolog.org/langdoc?language=warj1253,16,0,0,0,0,0,7,4,0,0,0,5,1,2,1,0,0,ok
kazu1245,https://glottolog.org/langdoc?language=kazu1245,6,0,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,ok
cent2101,https://glottolog.org/langdoc?language=cent2101,18,0,2,1,0,0,7,6,0,0,2,7,1,1,1,0,0,ok
norw1262,https://glottolog.org/langdoc?language=norw1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
kobo1248,https://glottolog.org/langdoc?language=kobo1248,4,0,0,0,0,0,1,2,1,0,0,4,1,0,0,0,0,ok
mayi1236,https://glottolog.org/langdoc?language=mayi1236,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,ok
koro1313,https://glottolog.org/langdoc?language=koro1313,4,0,1,0,0,0,1,1,1,0,0,2,1,0,0,0,0,ok
moji1238,https://glottolog.org/langdoc?language=moji1238,4,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,ok
arak1256,https://glottolog.org/langdoc?language=arak1256,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
rwan1246,https://glottolog.org/langdoc?language=rwan1246,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
geee1239,https://glottolog.org/langdoc?language=geee1239,9,0,0,0,1,1,1,4,1,0,1,5,2,1,0,0,0,ok
onon1246,https://glottolog.org/langdoc?language=onon1246,29,2,4,2,1,1,4,8,0,0,2,5,0,3,1,0,0,ok
paka1251,https://glottolog.org/langdoc?language=paka1251,10,1,0,0,1,1,4,3,0,0,0,2,0,0,1,0,0,ok
mbuk1240,https://glottolog.org/langdoc?language=mbuk1240,91,2,3,2,1,0,1,11,1,0,6,10,0,0,1,0,0,ok
nort2920,https://glottolog.org/langdoc?language=nort2920,77,1,3,1,0,3,3,3,0,0,3,4,0,2,0,1,0,ok
yill1241,https://glottolog.org/langdoc?language=yill1241,6,0,0,0,1,0,2,3,0,0,0,2,0,0,0,0,0,ok
bala1315,https://glottolog.org/langdoc?language=bala1315,20,0,3,1,1,1,2,5,1,0,2,5,0,2,2,0,0,ok
lish1235,https://glottolog.org/langdoc?language=lish1235,8,0,0,0,0,0,4,3,1,0,2,8,0,0,2,0,0,ok
aghw1237,https://glottolog.org/langdoc?language=aghw1237,4,0,1,0,0,1,0,1,1,0,0,0,0,2,0,0,0,ok
polc1243,https://glottolog.org/langdoc?language=polc1243,7,0,0,0,0,0,4,2,0,0,0,6,1,0,1,0,0,ok
sene1271,https://glottolog.org/langdoc?language=sene1271,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,ok
kabi1260,https://glottolog.org/langdoc?language=kabi1260,20,2,1,0,1,0,10,3,0,0,2,5,0,0,0,0,0,ok
tanj1248,https://glottolog.org/langdoc?language=tanj1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
poti1237,https://glottolog.org/langdoc?language=poti1237,24,0,0,0,0,0,1,0,2,0,6,5,0,0,0,0,0,ok
urim1252,https://glottolog.org/langdoc?language=urim1252,34,0,0,1,1,1,2,3,0,0,0,2,0,2,0,0,0,ok
akla1240,https://glottolog.org/langdoc?language=akla1240,13,1,2,2,0,0,2,2,0,1,2,3,0,0,0,0,0,ok
goba1246,https://glottolog.org/langdoc?language=goba1246,10,0,0,0,0,0,4,2,0,0,4,5,0,0,0,0,0,ok
seru1247,https://glottolog.org/langdoc?language=seru1247,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
osam1235,https://glottolog.org/langdoc?language=osam1235,14,0,1,0,1,0,1,4,0,0,2,8,2,0,0,0,0,ok
kapy1238,https://glottolog.org/langdoc?language=kapy1238,6,0,0,0,0,1,1,4,1,0,0,3,0,2,0,0,0,ok
enuu1235,https://glottolog.org/langdoc?language=enuu1235,5,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,0,ok
aton1241,https://glottolog.org/langdoc?language=aton1241,11,2,0,2,0,1,2,3,1,0,0,3,0,0,1,0,0,ok
edom1234,https://glottolog.org/langdoc?language=edom1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
sebu1243,https://glottolog.org/langdoc?language=sebu1243,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
miam1252,https://glottolog.org/langdoc?language=miam1252,26,2,0,1,1,0,6,4,0,0,5,4,0,1,1,0,0,ok
ming1252,https://glottolog.org/langdoc?language=ming1252,13,2,4,1,0,1,2,2,0,0,0,2,0,1,0,0,0,ok
kela1255,https://glottolog.org/langdoc?language=kela1255,9,0,0,0,2,0,2,3,2,0,0,4,0,0,0,0,0,ok
vagl1239,https://glottolog.org/langdoc?language=vagl1239,47,3,0,2,1,0,5,3,0,0,1,4,0,1,0,0,0,ok
nzan1240,https://glottolog.org/langdoc?language=nzan1240,11,0,1,0,0,0,7,0,1,0,2,7,0,0,0,0,0,ok
mbuk1244,https://glottolog.org/langdoc?language=mbuk1244,4,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,ok
kana1281,https://glottolog.org/langdoc?language=kana1281,10,0,2,0,2,1,2,6,2,0,0,3,0,2,2,0,0,ok
nort2747,https://glottolog.org/langdoc?language=nort2747,28,4,2,2,4,0,4,8,3,0,2,12,1,0,0,0,0,ok
lumb1249,https://glottolog.org/langdoc?language=lumb1249,29,3,1,1,1,0,1,7,5,0,0,12,2,3,1,0,0,ok
hiju1238,https://glottolog.org/langdoc?language=hiju1238,4,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,ok
muru1273,https://glottolog.org/langdoc?language=muru1273,3,0,0,0,0,0,2,2,1,0,0,3,0,0,0,0,0,ok
safe1240,https://glottolog.org/langdoc?language=safe1240,49,0,2,1,1,1,3,2,1,0,0,5,0,1,0,1,0,ok
kaiv1238,https://glottolog.org/langdoc?language=kaiv1238,5,0,0,0,0,0,0,2,0,0,1,3,1,0,0,0,0,ok
ixil1253,https://glottolog.org/langdoc?language=ixil1253,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
west2430,https://glottolog.org/langdoc?language=west2430,29,4,6,6,1,0,2,6,3,0,2,7,1,4,0,0,0,ok
arik1265,https://glottolog.org/langdoc?language=arik1265,27,2,1,0,0,1,9,6,0,0,7,7,0,0,2,0,0,ok
zhoa1238,https://glottolog.org/langdoc?language=zhoa1238,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,ok
gahr1239,https://glottolog.org/langdoc?language=gahr1239,16,0,1,2,0,1,3,9,1,0,0,7,0,1,1,0,0,ok
maun1243,https://glottolog.org/langdoc?language=maun1243,4,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,ok
boro1282,https://glottolog.org/langdoc?language=boro1282,196,4,15,3,0,6,15,13,4,0,24,12,0,2,1,0,0,ok
newz1236,https://glottolog.org/langdoc?language=newz1236,8,2,2,0,0,0,0,1,1,0,0,2,0,1,0,0,0,ok
maca1262,https://glottolog.org/langdoc?language=maca1262,12,1,0,1,0,3,0,2,1,0,0,2,0,1,1,0,0,ok
mask1242,https://glottolog.org/langdoc?language=mask1242,6,0,0,1,0,0,2,3,1,0,0,3,1,0,0,0,0,ok
juuu1243,https://glottolog.org/langdoc?language=juuu1243,8,0,0,0,0,1,2,3,0,0,0,4,0,0,3,0,0,ok
imot1234,https://glottolog.org/langdoc?language=imot1234,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
piji1239,https://glottolog.org/langdoc?language=piji1239,27,2,1,3,0,0,2,0,0,0,0,1,0,0,1,0,0,ok
sout2689,https://glottolog.org/langdoc?language=sout2689,4,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,ok
kaan1247,https://glottolog.org/langdoc?language=kaan1247,3,0,0,0,0,0,2,1,1,0,1,2,0,0,0,0,0,ok
darm1243,https://glottolog.org/langdoc?language=darm1243,13,0,2,2,0,1,1,5,0,0,0,4,0,2,0,0,0,ok
kiri1256,https://glottolog.org/langdoc?language=kiri1256,7,0,0,0,2,1,2,2,0,0,2,2,0,0,0,0,0,ok
tunn1238,https://glottolog.org/langdoc?language=tunn1238,3,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,ok
hadr1236,https://glottolog.org/langdoc?language=hadr1236,6,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,ok
afar1241,https://glottolog.org/langdoc?language=afar1241,138,8,23,12,4,3,5,6,1,1,7,13,1,5,0,0,0,ok
mwat1237,https://glottolog.org/langdoc?language=mwat1237,5,0,0,0,0,1,0,4,1,0,0,2,0,0,1,0,0,ok
brib1243,https://glottolog.org/langdoc?language=brib1243,132,6,10,3,2,1,3,9,1,1,7,4,0,12,2,0,0,ok
nata1238,https://glottolog.org/langdoc?language=nata1238,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
usho1238,https://glottolog.org/langdoc?language=usho1238,7,0,0,0,0,1,2,2,0,0,0,0,0,0,2,0,0,ok
tsot1241,https://glottolog.org/langdoc?language=tsot1241,12,0,0,0,3,0,0,1,0,0,0,2,0,1,0,0,0,ok
tual1242,https://glottolog.org/langdoc?language=tual1242,7,0,0,0,1,2,1,2,0,0,1,4,0,0,0,0,0,ok
famm1241,https://glottolog.org/langdoc?language=famm1241,8,0,0,0,0,1,2,4,1,0,0,2,0,0,1,0,0,ok
dhun1238,https://glottolog.org/langdoc?language=dhun1238,6,0,2,0,0,1,2,1,1,0,0,4,0,1,1,0,0,ok
sika1263,https://glottolog.org/langdoc?language=sika1263,13,0,0,0,2,0,5,2,1,0,5,7,0,1,0,0,0,ok
fiwa1240,https://glottolog.org/langdoc?language=fiwa1240,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,ok
pare1266,https://glottolog.org/langdoc?language=pare1266,17,1,6,0,2,1,0,3,0,0,0,2,0,3,0,0,0,ok
ngan1295,https://glottolog.org/langdoc?language=ngan1295,41,1,2,0,1,1,2,16,1,0,0,6,0,9,0,0,0,ok
yong1270,https://glottolog.org/langdoc?language=yong1270,32,2,4,2,4,1,6,6,3,0,5,13,0,3,1,0,0,ok
matu1261,https://glottolog.org/langdoc?language=matu1261,12,1,0,0,0,2,1,4,3,0,0,5,0,2,1,0,0,ok
tave1240,https://glottolog.org/langdoc?language=tave1240,7,0,0,0,0,0,4,3,0,0,2,5,0,0,1,0,0,ok
laki1244,https://glottolog.org/langdoc?language=laki1244,16,3,7,1,0,2,1,5,0,0,0,5,0,2,1,0,0,ok
name1237,https://glottolog.org/langdoc?language=name1237,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,ok
arta1239,https://glottolog.org/langdoc?language=arta1239,12,0,1,2,0,1,1,5,0,0,0,3,0,2,0,0,0,ok
gimi1243,https://glottolog.org/langdoc?language=gimi1243,25,0,2,0,0,0,1,2,2,0,2,3,0,0,0,0,0,ok
lama1288,https://glottolog.org/langdoc?language=lama1288,29,1,3,6,0,3,1,4,0,0,2,6,1,0,0,0,0,ok
loma1261,https://glottolog.org/langdoc?language=loma1261,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,ok
dana1252,https://glottolog.org/langdoc?language=dana1252,9,1,2,0,0,1,2,2,0,0,1,1,0,0,0,0,0,ok
tuwu1238,https://glottolog.org/langdoc?language=tuwu1238,12,0,1,1,0,1,0,4,1,0,3,2,0,1,0,0,0,ok
pagi1243,https://glottolog.org/langdoc?language=pagi1243,19,0,4,0,0,0,6,8,3,0,1,10,1,0,0,0,0,ok
jude1265,https://glottolog.org/langdoc?language=jude1265,24,2,7,1,3,2,0,4,3,0,1,2,0,0,3,0,0,ok
helo1243,https://glottolog.org/langdoc?language=helo1243,17,1,1,0,2,2,4,5,1,1,0,3,0,2,0,0,0,ok
jaun1243,https://glottolog.org/langdoc?language=jaun1243,12,1,2,0,0,3,4,2,1,0,0,5,0,2,1,0,0,ok
mush1238,https://glottolog.org/langdoc?language=mush1238,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ok
chib1270,https://glottolog.org/langdoc?language=chib1270,122,7,16,10,2,2,3,8,1,0,10,9,2,2,0,0,0,ok
lang1334,https://glottolog.org/langdoc?language=lang1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
tomb1243,https://glottolog.org/langdoc?language=tomb1243,17,1,5,1,2,2,3,3,2,0,2,5,0,0,0,0,0,ok
mana1288,https://glottolog.org/langdoc?language=mana1288,20,1,2,3,2,0,2,4,1,0,0,1,1,0,0,0,0,ok
waig1244,https://glottolog.org/langdoc?language=waig1244,20,1,0,1,0,0,10,3,1,0,3,12,0,4,0,0,0,ok
tigo1236,https://glottolog.org/langdoc?language=tigo1236,17,1,1,2,0,0,4,2,1,0,3,9,1,0,0,0,0,ok
momj1237,https://glottolog.org/langdoc?language=momj1237,8,0,0,0,0,0,3,1,2,0,2,4,0,0,0,0,0,ok
amol1236,https://glottolog.org/langdoc?language=amol1236,11,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,ok
east2426,https://glottolog.org/langdoc?language=east2426,49,3,6,4,1,1,3,4,2,1,3,11,1,1,2,0,0,ok
tipp1239,https://glottolog.org/langdoc?language=tipp1239,6,0,2,0,0,0,4,1,0,0,1,2,0,0,1,0,0,ok
temb1272,https://glottolog.org/langdoc?language=temb1272,13,0,4,0,0,0,0,3,1,0,0,7,1,0,1,0,0,ok
kweg1241,https://glottolog.org/langdoc?language=kweg1241,25,0,4,0,0,1,5,6,1,0,2,4,0,2,4,0,0,ok
midd1316,https://glottolog.org/langdoc?language=midd1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
puno1238,https://glottolog.org/langdoc?language=puno1238,13,0,0,0,0,2,0,2,1,0,0,1,0,0,1,0,0,ok
shus1248,https://glottolog.org/langdoc?language=shus1248,34,2,4,3,0,1,2,6,0,0,8,4,0,3,1,0,0,ok
lubu1241,https://glottolog.org/langdoc?language=lubu1241,14,0,3,1,0,0,3,2,1,0,8,1,0,0,0,0,0,ok
suri1273,https://glottolog.org/langdoc?language=suri1273,8,0,2,0,1,0,0,1,0,0,0,3,0,2,0,0,0,ok
biji1246,https://glottolog.org/langdoc?language=biji1246,3,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,ok
mago1248,https://glottolog.org/langdoc?language=mago1248,13,0,0,0,0,1,3,8,1,0,0,9,0,0,0,0,0,ok
chim1302,https://glottolog.org/langdoc?language=chim1302,74,1,7,3,0,2,2,2,1,0,2,4,0,0,0,1,0,ok
suru1263,https://glottolog.org/langdoc?language=suru1263,27,1,1,0,5,1,1,2,0,0,6,4,0,0,2,0,0,ok
wadi1248,https://glottolog.org/langdoc?language=wadi1248,4,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,ok
kaga1252,https://glottolog.org/langdoc?language=kaga1252,17,1,0,0,2,1,1,5,2,0,0,4,0,1,1,0,0,ok
garr1261,https://glottolog.org/langdoc?language=garr1261,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
pass1247,https://glottolog.org/langdoc?language=pass1247,9,0,2,1,0,0,0,0,0,0,0,0,0,6,0,0,0,ok
mbat1247,https://glottolog.org/langdoc?language=mbat1247,10,0,1,1,1,0,2,3,1,0,0,4,0,3,0,0,0,ok
tepe1278,https://glottolog.org/langdoc?language=tepe1278,5,0,1,0,0,0,2,0,0,0,2,1,0,0,0,0,0,ok
nhuw1239,https://glottolog.org/langdoc?language=nhuw1239,9,0,0,0,0,1,0,4,0,0,0,4,1,0,0,0,0,ok
koyu1237,https://glottolog.org/langdoc?language=koyu1237,640,18,26,17,4,9,19,48,0,1,17,1,1,16,2,3,0,ok
diml1238,https://glottolog.org/langdoc?language=diml1238,20,0,4,5,0,2,1,5,0,1,0,3,0,2,0,0,0,ok
bila1257,https://glottolog.org/langdoc?language=bila1257,7,0,0,0,0,1,1,5,2,0,0,4,0,0,0,0,0,ok
ivat1242,https://glottolog.org/langdoc?language=ivat1242,22,2,1,4,0,2,5,4,0,0,1,7,0,0,0,0,0,ok
sima1258,https://glottolog.org/langdoc?language=sima1258,8,0,0,0,0,0,1,4,0,0,0,3,0,1,0,0,0,ok
gant1244,https://glottolog.org/langdoc?language=gant1244,9,0,1,0,0,0,0,4,2,0,3,2,0,0,0,0,0,ok
manx1243,https://glottolog.org/langdoc?language=manx1243,145,19,16,10,12,2,3,3,0,3,0,2,1,3,27,0,0,ok
lame1257,https://glottolog.org/langdoc?language=lame1257,8,0,0,0,0,0,6,3,1,0,0,4,0,1,1,0,0,ok
mane1266,https://glottolog.org/langdoc?language=mane1266,14,0,0,0,0,0,6,6,1,0,2,8,0,0,0,0,0,ok
domb1246,https://glottolog.org/langdoc?language=domb1246,7,1,0,0,0,0,2,4,0,0,1,4,0,0,0,0,0,ok
tama1340,https://glottolog.org/langdoc?language=tama1340,5,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,ok
suoy1242,https://glottolog.org/langdoc?language=suoy1242,7,0,0,0,0,1,1,5,0,0,1,4,0,0,0,0,0,ok
fala1243,https://glottolog.org/langdoc?language=fala1243,17,2,3,0,1,0,4,5,1,0,1,7,0,1,0,0,0,ok
araw1276,https://glottolog.org/langdoc?language=araw1276,114,4,11,9,5,1,13,13,0,0,10,13,1,4,1,0,0,ok
lubu1243,https://glottolog.org/langdoc?language=lubu1243,43,1,3,0,2,1,1,1,1,0,4,1,0,1,0,0,0,ok
kulu1253,https://glottolog.org/langdoc?language=kulu1253,23,0,1,2,1,1,4,5,1,0,1,5,0,2,1,0,0,ok
moni1237,https://glottolog.org/langdoc?language=moni1237,13,2,0,0,2,0,6,1,2,0,1,4,0,1,0,0,0,ok
buli1255,https://glottolog.org/langdoc?language=buli1255,11,2,0,1,0,0,5,1,0,0,1,1,0,1,0,0,0,ok
mari1442,https://glottolog.org/langdoc?language=mari1442,2,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,ok
mori1268,https://glottolog.org/langdoc?language=mori1268,16,0,3,4,0,0,4,4,0,0,1,5,1,1,0,0,0,ok
mink1237,https://glottolog.org/langdoc?language=mink1237,4,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,ok
weyt1237,https://glottolog.org/langdoc?language=weyt1237,8,0,0,0,0,0,0,0,1,0,6,2,0,0,0,0,0,ok
matt1238,https://glottolog.org/langdoc?language=matt1238,11,0,0,2,0,0,1,1,0,0,7,1,1,0,0,0,0,ok
chep1245,https://glottolog.org/langdoc?language=chep1245,56,3,4,1,4,1,8,9,2,0,9,8,0,5,0,0,0,ok
cent2100,https://glottolog.org/langdoc?language=cent2100,46,4,12,0,3,1,6,3,4,1,4,10,0,2,3,0,0,ok
efik1245,https://glottolog.org/langdoc?language=efik1245,112,7,10,8,6,0,21,10,1,0,7,13,1,4,0,0,0,ok
mung1266,https://glottolog.org/langdoc?language=mung1266,43,2,5,0,2,1,9,10,0,0,5,11,1,4,1,0,0,ok
dudu1240,https://glottolog.org/langdoc?language=dudu1240,5,0,0,0,0,0,2,1,1,0,0,4,0,0,1,0,0,ok
achu1248,https://glottolog.org/langdoc?language=achu1248,128,4,2,2,4,1,7,5,0,0,9,7,0,3,3,0,0,ok
tara1313,https://glottolog.org/langdoc?language=tara1313,10,1,0,2,0,1,0,2,2,0,0,1,0,0,0,0,0,ok
mutu1242,https://glottolog.org/langdoc?language=mutu1242,26,0,0,1,1,0,9,6,1,0,3,11,0,2,0,0,0,ok
sala1273,https://glottolog.org/langdoc?language=sala1273,12,0,0,0,0,1,3,6,0,0,0,5,0,0,2,0,0,ok
west3000,https://glottolog.org/langdoc?language=west3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
nyun1247,https://glottolog.org/langdoc?language=nyun1247,86,10,5,1,0,1,28,12,3,0,10,15,0,0,1,0,0,ok
lesi1239,https://glottolog.org/langdoc?language=lesi1239,7,0,0,0,0,0,4,2,0,0,0,2,0,0,2,0,0,ok
